OpenROAD v2.0-17941-g7fb347f37 
Features included (+) or not (-): +GPU +GUI +Python
This program is licensed under the BSD-3 license. See the LICENSE file for details.
Components of this program may be licensed under more restrictive licenses which must be honored.
[INFO ORD-0030] Using 8 thread(s).
global_route -congestion_report_file ./reports/sky130hd/sha256_unrolled_pipelined/base/congestion.rpt -congestion_iterations 30 -congestion_report_iter_step 5 -verbose
[INFO GRT-0020] Min routing layer: met1
[INFO GRT-0021] Max routing layer: met5
[INFO GRT-0022] Global adjustment: 0%
[INFO GRT-0023] Grid origin: (0, 0)
[INFO GRT-0043] No OR_DEFAULT vias defined.
[INFO GRT-0088] Layer li1     Track-Pitch = 0.4600  line-2-Via Pitch: 0.3400
[INFO GRT-0088] Layer met1    Track-Pitch = 0.3400  line-2-Via Pitch: 0.3400
[INFO GRT-0088] Layer met2    Track-Pitch = 0.4600  line-2-Via Pitch: 0.3500
[INFO GRT-0088] Layer met3    Track-Pitch = 0.6800  line-2-Via Pitch: 0.6150
[INFO GRT-0088] Layer met4    Track-Pitch = 0.9200  line-2-Via Pitch: 1.0400
[INFO GRT-0088] Layer met5    Track-Pitch = 3.4000  line-2-Via Pitch: 3.1100
[INFO GRT-0019] Found 334 clock nets.
[INFO GRT-0001] Minimum degree: 2
[INFO GRT-0002] Maximum degree: 257
[INFO GRT-0003] Macros: 0
[INFO GRT-0043] No OR_DEFAULT vias defined.
[INFO GRT-0004] Blockages: 130190

[INFO GRT-0053] Routing resources analysis:
          Routing      Original      Derated      Resource
Layer     Direction    Resources     Resources    Reduction (%)
---------------------------------------------------------------
li1        Vertical            0             0          0.00%
met1       Horizontal     163530         56217          65.62%
met2       Vertical       122580         80189          34.58%
met3       Horizontal      81720         59237          27.51%
met4       Vertical        49230         28747          41.61%
met5       Horizontal      16290          8012          50.82%
---------------------------------------------------------------

[INFO GRT-0101] Running extra iterations to remove overflow.
[INFO GRT-0197] Via related to pin nodes: 130687
[INFO GRT-0198] Via related Steiner nodes: 4694
[INFO GRT-0199] Via filling finished.
[INFO GRT-0111] Final number of vias: 176963
[INFO GRT-0112] Final usage 3D: 672051

[INFO GRT-0096] Final congestion report:
Layer         Resource        Demand        Usage (%)    Max H / Max V / Total Overflow
---------------------------------------------------------------------------------------
li1                  0             0            0.00%             0 /  0 /  0
met1             56217         34360           61.12%             0 /  0 /  0
met2             80189         57247           71.39%             0 /  0 /  0
met3             59237         31797           53.68%             0 /  0 /  0
met4             28747         14589           50.75%             0 /  0 /  0
met5              8012          3169           39.55%             0 /  0 /  0
---------------------------------------------------------------------------------------
Total           232402        141162           60.74%             0 /  0 /  0

[INFO GRT-0018] Total wirelength: 1391847 um
[INFO GRT-0014] Routed nets: 17916
Perform buffer insertion and gate resizing...
repair_design 
[INFO RSZ-0058] Using max wire length 2154um.
Placement Analysis
---------------------------------
total displacement          0.0 u
average displacement        0.0 u
max displacement            0.0 u
original HPWL          705257.0 u
legalized HPWL         705257.0 u
delta HPWL                    0 %

Repair setup and hold violations...
repair_timing -verbose -setup_margin 0 -hold_margin 0 -repair_tns 100
[INFO RSZ-0094] Found 112 endpoints with setup violations.
[INFO RSZ-0099] Repairing 112 out of 112 (100.00%) violating endpoints...
   Iter   | Removed | Resized | Inserted | Cloned |  Pin  |    WNS   |   TNS      |  Viol  | Worst
     434* |      13 |      61 |       26 |      4 |    97 |   -1.097 |       -8.4 |     25 | hash.p3_cap\[31\]$_DFF_P_/D
     435* |      13 |      61 |       26 |      4 |    97 |   -1.097 |       -8.4 |     25 | hash.p3_cap\[31\]$_DFF_P_/D
     436* |      13 |      61 |       26 |      4 |    97 |   -1.097 |       -8.4 |     25 | hash.p3_cap\[31\]$_DFF_P_/D
     437* |      13 |      61 |       26 |      4 |    97 |   -1.097 |       -8.4 |     25 | hash.p3_cap\[31\]$_DFF_P_/D
     440* |      13 |      63 |       26 |      4 |    97 |   -1.097 |       -8.3 |     25 | hash.p3_cap\[31\]$_DFF_P_/D
     440* |      13 |      63 |       26 |      4 |    97 |   -1.095 |       -8.3 |     25 | hash.p3_cap\[31\]$_DFF_P_/D
     441* |      13 |      63 |       26 |      4 |    97 |   -1.095 |       -8.3 |     25 | hash.p3_cap\[31\]$_DFF_P_/D
     442* |      13 |      63 |       26 |      4 |    97 |   -1.095 |       -8.3 |     25 | hash.p3_cap\[31\]$_DFF_P_/D
     443* |      13 |      63 |       26 |      4 |    97 |   -1.095 |       -8.3 |     25 | hash.p3_cap\[31\]$_DFF_P_/D
     444* |      13 |      63 |       26 |      4 |    97 |   -1.095 |       -8.3 |     25 | hash.p3_cap\[31\]$_DFF_P_/D
     445* |      13 |      63 |       26 |      4 |    97 |   -1.095 |       -8.3 |     25 | hash.p3_cap\[31\]$_DFF_P_/D
     446* |      13 |      63 |       26 |      4 |    97 |   -1.095 |       -8.3 |     25 | hash.p3_cap\[31\]$_DFF_P_/D
     447* |      13 |      63 |       26 |      4 |    97 |   -1.095 |       -8.3 |     25 | hash.p3_cap\[31\]$_DFF_P_/D
     448* |      13 |      63 |       26 |      4 |    97 |   -1.095 |       -8.3 |     25 | hash.p3_cap\[31\]$_DFF_P_/D
     449* |      13 |      63 |       26 |      4 |    97 |   -1.095 |       -8.3 |     25 | hash.p3_cap\[31\]$_DFF_P_/D
     450* |      13 |      63 |       26 |      4 |    97 |   -1.095 |       -8.3 |     25 | hash.p3_cap\[31\]$_DFF_P_/D
     450* |      13 |      63 |       26 |      4 |    97 |   -1.095 |       -8.3 |     25 | hash.p3_cap\[31\]$_DFF_P_/D
     453* |      13 |      65 |       26 |      4 |    97 |   -1.095 |       -8.2 |     23 | hash.p3_cap\[31\]$_DFF_P_/D
     455* |      13 |      66 |       26 |      4 |    97 |   -1.095 |       -8.2 |     21 | hash.p3_cap\[31\]$_DFF_P_/D
     456* |      13 |      66 |       26 |      4 |    97 |   -1.095 |       -8.2 |     20 | hash.p3_cap\[31\]$_DFF_P_/D
     457* |      13 |      66 |       26 |      4 |    97 |   -1.095 |       -8.2 |     19 | hash.p3_cap\[31\]$_DFF_P_/D
     458* |      13 |      66 |       26 |      4 |    97 |   -1.095 |       -8.2 |     18 | hash.p3_cap\[31\]$_DFF_P_/D
     459* |      13 |      66 |       26 |      4 |    97 |   -1.095 |       -8.2 |     17 | hash.p3_cap\[31\]$_DFF_P_/D
     460* |      13 |      66 |       26 |      4 |    97 |   -1.095 |       -8.2 |     17 | hash.p3_cap\[31\]$_DFF_P_/D
     460* |      13 |      66 |       26 |      4 |    97 |   -1.095 |       -8.2 |     16 | hash.p3_cap\[31\]$_DFF_P_/D
    final |      13 |      66 |       26 |      4 |    97 |   -1.095 |       -8.2 |     16 | hash.p3_cap\[31\]$_DFF_P_/D
---------------------------------------------------------------------------------------------------
[INFO RSZ-0059] Removed 13 buffers.
[INFO RSZ-0040] Inserted 17 buffers.
[INFO RSZ-0041] Resized 66 instances.
[INFO RSZ-0043] Swapped pins on 97 instances.
[INFO RSZ-0049] Cloned 4 instances.
[WARNING RSZ-0062] Unable to repair all setup violations.
[INFO RSZ-0033] No hold violations found.
Placement Analysis
---------------------------------
total displacement        739.4 u
average displacement        0.0 u
max displacement           14.5 u
original HPWL          706374.1 u
legalized HPWL         707011.2 u
delta HPWL                    0 %

Repair antennas...
[INFO GRT-0012] Found 84 antenna violations.
[INFO GRT-0302] Inserted 44 jumpers for 44 nets.
[INFO GRT-0012] Found 45 antenna violations.
[INFO GRT-0015] Inserted 67 diodes.
[INFO GRT-0012] Found 4 antenna violations.
[INFO GRT-0302] Inserted 0 jumpers for 0 nets.
[INFO GRT-0012] Found 4 antenna violations.
[INFO GRT-0015] Inserted 16 diodes.
[INFO GRT-0012] Found 0 antenna violations.
[INFO ANT-0002] Found 0 net violations.
[INFO ANT-0001] Found 0 pin violations.
Estimate parasitics...
Report metrics stage 5, global route...

==========================================================================
global route report_design_area
--------------------------------------------------------------------------
Design area 269067 u^2 69% utilization.
[INFO FLW-0007] clock core_clock period 10.000000
[INFO FLW-0008] Clock core_clock period 10.552
[INFO FLW-0009] Clock core_clock slack -1.108
[INFO FLW-0011] Path endpoint count 5730
Elapsed time: 1:23.93[h:]min:sec. CPU time: user 325.11 sys 0.87 (388%). Peak memory: 1093416KB.
